,pv_feedin
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.048802199714250545
466,0.09424623454966485
467,0.11309314053252352
468,0.1068536054375535
469,0.08259991359907888
470,0.04854919202915329
471,0.015154380249176164
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.006401467237707033
489,0.13080609871831497
490,0.20952110759321302
491,0.2036467913270082
492,0.13779192729346204
493,0.12297177074122281
494,0.08720146761744636
495,0.037145151299331026
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.007423269352826219
513,0.13872224540345837
514,0.27790804901496213
515,0.36674243291659997
516,0.3954509004933941
517,0.30055924237895587
518,0.17558893662849662
519,0.05872473555818731
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.008041413463817397
537,0.14085105813385146
538,0.21169977197071835
539,0.1926085588430596
540,0.11304703580435323
541,0.09762963759446038
542,0.06709704778449185
543,0.028251143785271306
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.009672533809205956
561,0.120456271895105
562,0.19016765720251866
563,0.18941142920433285
564,0.13753732409881259
565,0.10725066481396596
566,0.06510294826188325
567,0.023244379473477666
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.007942935757576304
585,0.0835301383069437
586,0.16191845449554504
587,0.21025587543675503
588,0.22309252585736436
589,0.1659233716022914
590,0.09418270609936465
591,0.030501414966984046
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.013685095614466923
609,0.15729067379132658
610,0.23069349148050736
611,0.21210435540843064
612,0.13104241260937557
613,0.13416630880590755
614,0.11073351007228649
615,0.0600265400429968
616,0.0009209361799029899
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.007073828217376034
633,0.056208676928409
634,0.10046314630266892
635,0.12082655470164681
636,0.1180233205834073
637,0.10352531462084737
638,0.07375346888365414
639,0.03442427213095662
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.009110285276086306
657,0.055212913251730944
658,0.09739805754271269
659,0.11681780239868263
660,0.11393460209940715
661,0.10138806833117753
662,0.07353780099983037
663,0.035481295863545016
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.014311165229367734
681,0.10208480671282981
682,0.15850163923151564
683,0.1658444265298806
684,0.13565916487966265
685,0.10625990613344204
686,0.06603470418351196
687,0.02601427151765403
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.02250963491614927
705,0.17976502778824494
706,0.245573469382155
707,0.21527143795526676
708,0.12153387626456344
709,0.1311346557070226
710,0.11438950610362146
711,0.06863022206423033
712,0.003130254921837536
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.012552130781038215
729,0.05310267281777779
730,0.09172016893148068
731,0.11040496482762009
732,0.10919237197032587
733,0.11194963414934551
734,0.09424724100852591
735,0.05524472449247015
736,0.0027927632550946643
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.03048026918959341
753,0.1947115456455926
754,0.3041595017771077
755,0.3413940002850342
756,0.3167661350969217
757,0.276927341393295
758,0.20212743692610088
759,0.10534619886004173
760,0.008505489985751652
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.020466438464870056
777,0.09901918701193063
778,0.14610704630764193
779,0.15026205005527968
780,0.12149070342566909
781,0.1428974477379573
782,0.13457122334405203
783,0.08942955379693206
784,0.00799455445935093
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.026832597417428494
801,0.12056454719896892
802,0.19536302180484025
803,0.2301985819609067
804,0.2273296912955365
805,0.19029096177675733
806,0.1322560427128379
807,0.0654911140266195
808,0.005479964171655793
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.022640970699824323
825,0.08087640367288805
826,0.13150435801908297
827,0.1561968443404273
828,0.15525712550302123
829,0.1240137867129574
830,0.0806395069567335
831,0.03615696407821168
832,0.002044141832025607
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.04672749889865664
849,0.21788297629091752
850,0.325259763625904
851,0.3614387853323519
852,0.3363640445768192
853,0.29999866100724876
854,0.22655532026330366
855,0.12729281030436992
856,0.01593361322674621
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.05188004949784806
873,0.23120245217743643
874,0.37938601385736065
875,0.47098472360235494
876,0.5001203589036791
877,0.4163216248767177
878,0.2903693191861655
879,0.14874360527787825
880,0.02005992211600559
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0568896798785494
897,0.24313890143164044
898,0.39541240084403617
899,0.49068635457991766
900,0.522768200495386
901,0.44310839311739264
902,0.3178014077511228
903,0.1705038965644926
904,0.02600170193997786
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.06393346456912792
921,0.24937380768100767
922,0.4003519729520986
923,0.4942402889825525
924,0.5252762387777021
925,0.43244005776229916
926,0.2990162591203459
927,0.1531916361429129
928,0.023908802342951625
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.06675490010091716
945,0.25195864907293103
946,0.34414158878520973
947,0.35539044189190006
948,0.3035686860820794
949,0.21187940536082964
950,0.11071702825973778
951,0.030721188315265237
952,0.0030773095237422972
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0301217417594485
969,0.0414571797717401
970,0.08922497049451052
971,0.13720058332440768
972,0.17352303278756767
973,0.1363126104292007
974,0.08788082858406981
975,0.04033721278566068
976,0.0050783469767651515
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.07755590393935136
993,0.2625143538995983
994,0.37181226954801416
995,0.4079378379073156
996,0.38108358316086216
997,0.30504947978992103
998,0.20349209772924393
999,0.10013668036880985
1000,0.01723282384340619
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.03324272865493549
1017,0.037742951259934515
1018,0.07669264884420353
1019,0.1137157273185008
1020,0.13977425448092656
1021,0.1997799541541075
1022,0.21755994345424842
1023,0.17626524815202893
1024,0.03560016580546906
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.051398952459251634
1041,0.10066083262945148
1042,0.1872798871024255
1043,0.26602418010696965
1044,0.3206433688762075
1045,0.2551924190901271
1046,0.16896875943988757
1047,0.08259481943358309
1048,0.01548422638921361
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.10367240176969172
1065,0.30257326722497985
1066,0.42264837894213764
1067,0.4701814627973948
1068,0.4525403915902607
1069,0.3859099928908353
1070,0.28264662920083305
1071,0.1619565122130609
1072,0.03577498208722466
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.06800439066061766
1089,0.13170750630380057
1090,0.20402507544803677
1091,0.2513933792286433
1092,0.26901492780680136
1093,0.2611160803571721
1094,0.22052253300898172
1095,0.14917378754759633
1096,0.03374167664004087
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.08949190707917319
1113,0.20257522725086305
1114,0.3040972683985778
1115,0.36732764742859647
1116,0.3883632833993405
1117,0.29847609822276755
1118,0.18812494062364687
1119,0.08489244268243494
1120,0.018517745525588616
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.12594090194662086
1137,0.3246724836189866
1138,0.48021982333151936
1139,0.5777956722594375
1140,0.6116881567784884
1141,0.4564516813549566
1142,0.2723895237321369
1143,0.1081887038684824
1144,0.025912757265247423
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.13583048701870182
1161,0.3304860775546179
1162,0.40475716975490345
1163,0.3909044191302618
1164,0.3116150191409365
1165,0.2648111594360215
1166,0.19418215943484485
1167,0.11296893635493363
1168,0.02797765132082006
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,7.597867148661368e-05
1184,0.1426606625237372
1185,0.3356050627086983
1186,0.4315945482349832
1187,0.4486129248940192
1188,0.40224357641310016
1189,0.3916492835834062
1190,0.3357288573322399
1191,0.23640824622947365
1192,0.06444936596987716
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0026620365443301565
1208,0.12569967759783796
1209,0.2638847229129292
1210,0.39161220452964685
1211,0.47762152086431464
1212,0.5133034996987784
1213,0.4494913183992423
1214,0.34432370527748934
1215,0.21434316801504255
1216,0.05951133957656482
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0038172978593340504
1232,0.1450001296858168
1233,0.3065530084907293
1234,0.41647898093704105
1235,0.4678383383621206
1236,0.46384607585717985
1237,0.4223948262831884
1238,0.33936536571213693
1239,0.22488129836812895
1240,0.06428259678032518
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.007777751175531756
1256,0.16742993041723328
1257,0.36522567325691696
1258,0.48499193015986203
1259,0.5345472355447207
1260,0.5202301528998219
1261,0.4796073347420071
1262,0.3918689020127798
1263,0.26590539163228066
1264,0.07858710704680713
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.007483444985450489
1280,0.12450148997486049
1281,0.21294785491163867
1282,0.27509544831987504
1283,0.2926964797207242
1284,0.27162690652449556
1285,0.254467103078849
1286,0.2106258843489032
1287,0.14465309954688016
1288,0.1046152608310085
1289,0.007251210322324092
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.011726066404311555
1304,0.1404481047852826
1305,0.24643737710919592
1306,0.3504061093965829
1307,0.41657541653160785
1308,0.439774231940756
1309,0.35448777202616305
1310,0.24445295187801241
1311,0.13221389983658963
1312,0.10461857359522003
1313,0.010600234081390755
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.01325359726569435
1328,0.1452349941719164
1329,0.24990329210238096
1330,0.2853239586539261
1331,0.2595152324921295
1332,0.19074906465388725
1333,0.2068405752817522
1334,0.19578455481705218
1335,0.15354494661429785
1336,0.11424841586207142
1337,0.012132386813010801
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.01482076847471134
1352,0.10853628521092702
1353,0.13208528697783098
1354,0.17451051605070383
1355,0.19225064751248544
1356,0.18689655268192118
1357,0.1578371961860288
1358,0.11601962887929829
1359,0.06933340371631931
1360,0.08795229823548756
1361,0.013874487223959122
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.02398998076734062
1376,0.21577617733924942
1377,0.418956281801437
1378,0.5678732175881759
1379,0.6549886203812341
1380,0.6784671688112305
1381,0.6039674926528051
1382,0.4783857226488785
1383,0.31817807383910934
1384,0.18025065617327254
1385,0.02174942526013784
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.025270914840768467
1400,0.19858997366482856
1401,0.3529873642528979
1402,0.4211688350787627
1403,0.419411793638663
1404,0.3637969977333418
1405,0.327353938923642
1406,0.26242324532464034
1407,0.17722320854302245
1408,0.13391586801672076
1409,0.020267399482209614
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.026433588180877557
1424,0.17651017234897357
1425,0.29292572586289384
1426,0.35043384248922815
1427,0.3496359925707188
1428,0.3028455440343451
1429,0.28715264993390693
1430,0.24299510221139325
1431,0.17421139444793024
1432,0.1324555118426484
1433,0.02238802078315073
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.027535362699474535
1448,0.15317572760021864
1449,0.21114931036672596
1450,0.3126081748541584
1451,0.391524941132214
1452,0.4374048313931284
1453,0.3705065698680322
1454,0.27583712847629444
1455,0.16990305279887888
1456,0.1364690092996385
1457,0.02515241680306154
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.030099359875177645
1472,0.17499415938320353
1473,0.3002404968131499
1474,0.3629752202661197
1475,0.3711010065403205
1476,0.3334692205638931
1477,0.3351076918475787
1478,0.30152148256466604
1479,0.23119258512408927
1480,0.14785639894659444
1481,0.02643653882798572
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.03612572652453366
1496,0.20926722267970319
1497,0.377704133524376
1498,0.46716138581764954
1499,0.4957607273192499
1500,0.47034003868331753
1501,0.3919860466183355
1502,0.2862377577798826
1503,0.17243995907158863
1504,0.12843806644093692
1505,0.02638860653602373
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.042505706663797535
1520,0.21843554259091735
1521,0.38782686578359893
1522,0.5178850988950975
1523,0.5981974508842189
1524,0.6241920445707742
1525,0.5774151309916886
1526,0.48135204421217187
1527,0.34479530058220365
1528,0.19697004195830278
1529,0.03510042016409293
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.04585483975601977
1544,0.2230833502497179
1545,0.39124836977515204
1546,0.4788940289532479
1547,0.5052886331235847
1548,0.4778275152378894
1549,0.44330900920191013
1550,0.37034477620409956
1551,0.2663449582061115
1552,0.17039072207970768
1553,0.03669485652490121
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.04447999568122414
1568,0.162187133249675
1569,0.2214310195922357
1570,0.2830277773873946
1571,0.3128931011387412
1572,0.3117298449601457
1573,0.2757422493930675
1574,0.21818373612674327
1575,0.14720986900489746
1576,0.12771497257315026
1577,0.034343480136847654
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.04771185768870681
1592,0.1632291180985098
1593,0.21548012680663475
1594,0.2648713349954522
1595,0.28100516122583186
1596,0.26649695261423245
1597,0.32593334750404684
1598,0.3421084143752485
1599,0.30224569351331293
1600,0.1918127510373524
1601,0.046266343296930974
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.05231569783999406
1616,0.15857843001495617
1617,0.19490705663779115
1618,0.28451127860437253
1619,0.3584212657372095
1620,0.40613284510600445
1621,0.3448847169744468
1622,0.25964231413679945
1623,0.16489895150122763
1624,0.14097337127990492
1625,0.0426851322624379
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.07184654122075389
1640,0.2610350658621654
1641,0.4285349123161541
1642,0.5447569648643111
1643,0.6096581805930747
1644,0.6219683489861687
1645,0.5510904703726156
1646,0.4398712709843655
1647,0.3027848611507092
1648,0.1996979656943033
1649,0.05316269414541011
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.05788496245093331
1664,0.1346298484560968
1665,0.11770031058696814
1666,0.14026411188316906
1667,0.14412375671830235
1668,0.13204598173666102
1669,0.14865058657370703
1670,0.14754551939616165
1671,0.12489282805496227
1672,0.13077928181205511
1673,0.0482301088799661
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.06400691840493916
1688,0.15198926031942994
1689,0.15531941258575235
1690,0.21638657719778748
1691,0.26300898705476283
1692,0.28860345898111034
