,pv_feedin
1693,0.22417772957770432
1694,0.14882644794445438
1695,0.07728279698865194
1696,0.1133478766088316
1697,0.04808740324848196
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.09030048392194161
1712,0.26632450573269745
1713,0.41432526691614285
1714,0.44449615204927956
1715,0.407120302276868
1716,0.31728045713537284
1717,0.2714891864137367
1718,0.2086939693012816
1719,0.13714650311041057
1720,0.13985180114495865
1721,0.0545869562001481
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.10056354255970967
1736,0.28996128911762975
1737,0.4562755590918695
1738,0.5070671063062521
1739,0.48930731655246307
1740,0.417903872240461
1741,0.39468107665151386
1742,0.3394956807650529
1743,0.25671887385000763
1744,0.19362514468918673
1745,0.06861321778641832
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.09193266517660394
1760,0.20842329172756496
1761,0.2596310285232164
1762,0.2750398020627857
1763,0.24679281977952183
1764,0.1869980464957
1765,0.1738171741645695
1766,0.14608964462809948
1767,0.10727531492890328
1768,0.13254184447041192
1769,0.06090516053449508
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.09055338060425902
1784,0.18478407895264992
1785,0.20450149498525821
1786,0.28820756073479126
1787,0.3557053257209771
1788,0.3977714837639833
1789,0.3479364485124339
1790,0.27478844088469917
1791,0.18802757601953735
1792,0.16603446556483317
1793,0.07001187724909512
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0009386213696812942
1807,0.0894384166689832
1808,0.15622894992619574
1809,0.1305341300633124
1810,0.1501959612895133
1811,0.15092108392581724
1812,0.13573548069481292
1813,0.1192971433847672
1814,0.09450807889275255
1815,0.06471336427538768
1816,0.11821672720702255
1817,0.06562679446589907
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0016788076385172805
1831,0.09294282406672306
1832,0.15040823311962387
1833,0.11011351249842109
1834,0.13477361697168871
1835,0.14610545829404115
1836,0.14408188862959773
1837,0.12988965524290683
1838,0.10578759559298938
1839,0.0750546339475316
1840,0.1252969343160118
1841,0.0701096355680125
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.00447859763290649
1855,0.12077752686928418
1856,0.24648717965706543
1857,0.3127109368348095
1858,0.34002420736703476
1859,0.321883716945469
1860,0.2689389201157266
1861,0.25887307735698106
1862,0.22754264766116006
1863,0.17682893277899395
1864,0.17361373408101702
1865,0.0858887010481057
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.005975931942437338
1879,0.1487730090029243
1880,0.3390080279124764
1881,0.5028160142392467
1882,0.6105896120313382
1883,0.6666259664477293
1884,0.6715158405430531
1885,0.6108613847086369
1886,0.50913528935485
1887,0.37603633318672836
1888,0.2631595997911412
1889,0.10760625374013008
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.007267098559576291
1903,0.15601059972700312
1904,0.34518491929418016
1905,0.5069481481551643
1906,0.6147341351872978
1907,0.6716814759562124
1908,0.6782111698346011
1909,0.6155893438781361
1910,0.5121501640882586
1911,0.37815648737171587
1912,0.26638821199315693
1913,0.11185500715351991
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.011139026178244879
1927,0.1606741739137787
1928,0.33647154285421604
1929,0.476448463357232
1930,0.550427786724591
1931,0.5718378051982582
1932,0.5464230608273144
1933,0.4866998538752332
1934,0.39602020619106315
1935,0.28502486992856557
1936,0.22803127566823844
1937,0.10783454025732196
1938,0.0013188150936303642
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,0.012543854093937757
1951,0.1472311509952571
1952,0.26701632316828783
1953,0.3236666087370089
1954,0.34871576618210637
1955,0.3317669715684371
1956,0.2819432236214003
1957,0.27194597434114615
1958,0.2408462139919015
1959,0.1896336372132156
1960,0.18768074797666814
1961,0.10235100074650982
1962,0.0017958220439789033
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.01706022928540682
1975,0.17236231959125312
1976,0.34020158558031416
1977,0.46733704371252277
1978,0.5523768742459578
1979,0.59452974987545
1980,0.5926948933877897
1981,0.5537238913631981
1982,0.4771464797289162
1983,0.36822318434530077
1984,0.270627713800086
1985,0.1250313754993855
1986,0.002436694279509902
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.019724526288916005
1999,0.16036593585215395
2000,0.2688507038719394
2001,0.30512678389720455
2002,0.34061787782557656
2003,0.34193573602582694
2004,0.3144257128024223
2005,0.2637106104632752
2006,0.19872661843444886
2007,0.12914979166879553
2008,0.11242141461507593
2009,0.05815321786462125
2010,0.0010580061459182907
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.024740829842876656
2023,0.15357056329390112
2024,0.22139326134242726
2025,0.19697242809046903
2026,0.24627922092781288
2027,0.2762957833751717
2028,0.2859493510872799
2029,0.27793778424823656
2030,0.24838679792854992
2031,0.1986763617370194
2032,0.19606995260813204
2033,0.11334837536969516
2034,0.005687472786057943
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.02778513262203633
2047,0.15875224931287446
2048,0.22216867519767816
2049,0.19176005843187588
2050,0.22373578252175752
2051,0.2352968993909827
2052,0.22709261595987873
2053,0.22460514648283053
2054,0.20380844720818267
2055,0.16540325671781803
2056,0.12819034568571755
2057,0.06352905359826924
2058,0.0026006453424602715
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.03383817981599723
2071,0.19056986379430188
2072,0.3172001920710727
2073,0.38355570476385725
2074,0.4853858478889789
2075,0.5559673700694363
2076,0.5889807595145843
2077,0.5257981057064256
2078,0.4315349724355006
2079,0.3164938786175818
2080,0.23989141148721904
2081,0.12060628977335985
2082,0.007961376368673102
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.037503364922216245
2095,0.18422482871430923
2096,0.2747193822205409
2097,0.28698601761157955
2098,0.3466985838948318
2099,0.38039665713910525
2100,0.3864344895451917
2101,0.33239181400503265
2102,0.2600764883595543
2103,0.17945561088496198
2104,0.1367711156504409
2105,0.0690685143842733
2106,0.003749901424696048
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0432267667845792
2119,0.22380161984862387
2120,0.4009893289187065
2121,0.5416574481800062
2122,0.6287608640024556
2123,0.667536335834872
2124,0.659748222507409
2125,0.6266234178636054
2126,0.5523859604583036
2127,0.4403281273639433
2128,0.32100097503405584
2129,0.16123827046033617
2130,0.014869890026269936
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.0
2142,0.047741726422620735
2143,0.23669440537073952
2144,0.42401108269258075
2145,0.5796723925825349
2146,0.6844846898227592
2147,0.7403829676434375
2148,0.7473969268657841
2149,0.6901221638333815
2150,0.5908147033020144
2151,0.4566873696392407
2152,0.33220133754181247
2153,0.16865931321377542
2154,0.0166496587222632
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,0.05462263829808548
2167,0.24437708893464158
2168,0.4298153241531732
2169,0.5836063198362629
2170,0.6848416047156233
2171,0.7376518318794795
2172,0.7424366148505209
2173,0.6796450272735596
2174,0.5766725434229757
2175,0.4418104976500966
2176,0.31531997051564514
2177,0.1588583937510281
2178,0.01614270392274013
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.05962868984712575
2191,0.25267122663176966
2192,0.437692506769664
2193,0.5884404688822034
2194,0.683633879150888
2195,0.7305009695510818
2196,0.6129870571870201
2197,0.5604837620613653
2198,0.47472158206550946
2199,0.36332270878581047
2200,0.2515596118628706
2201,0.12362263562973975
2202,0.01346069439556395
2203,0.0
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.05432709296734936
2215,0.21470936147171202
2216,0.3695336901722167
2217,0.49579974931138554
2218,0.5753253129938127
2219,0.6143671331476003
2220,0.6128195267123934
2221,0.5595051463224009
2222,0.47334451891833973
2223,0.3621091989696279
2224,0.24153314515299545
2225,0.11490925354098325
2226,0.012291446603753505
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.059086997290297455
2239,0.2212235364542003
2240,0.3743933244406703
2241,0.4970945993123418
2242,0.5559118131144108
2243,0.5716933417877271
2244,0.5476053799880721
2245,0.46037249959973053
2246,0.3510375878921701
2247,0.23426868260246433
2248,0.18382891049470323
2249,0.10319756118795492
2250,0.013742523451951406
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.0
2260,0.0
2261,0.0
2262,0.054265372796958436
2263,0.16700605672251978
2264,0.2433337448429804
2265,0.2739375098804814
2266,0.2969330219762745
2267,0.29172601227088124
2268,0.26304003978702845
2269,0.2680028165590692
2270,0.25246565366284984
2271,0.21490839710795948
2272,0.15039799520916466
2273,0.07636139708019568
2274,0.00971045318410338
2275,0.0
2276,0.0
2277,0.0
2278,0.0
2279,0.0
2280,0.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,0.07059119752757
2287,0.22105452752267257
2288,0.3455553952211108
2289,0.4319252521754035
2290,0.4698620335105926
2291,0.46743037294424183
2292,0.429969101263632
2293,0.36402644306018356
2294,0.2803012375849534
2295,0.19007050618926885
2296,0.12710276245493732
2297,0.061485414466556594
2298,0.007133276978337065
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.0
2309,0.0
2310,0.07593503927773468
2311,0.22081931971038596
2312,0.3395777406607544
2313,0.4186182281378264
2314,0.4368842665338666
2315,0.41208225191884384
2316,0.35337183734122324
2317,0.3151605274243124
2318,0.2588964660773735
2319,0.19134108462079286
2320,0.14246183085286337
2321,0.07783055503642776
2322,0.011728332551946732
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.0
2332,0.0
2333,0.0
2334,0.08215828605529346
2335,0.19518972847064664
2336,0.23969110981613054
2337,0.21138984911481182
2338,0.24138837807484415
2339,0.2525942402272981
2340,0.24569926087373917
2341,0.23664794190210073
2342,0.21117640127615148
2343,0.1709944545573429
2344,0.11159834074708896
2345,0.053372289547777764
2346,0.0068087512888362406
2347,0.0
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,0.0
2354,0.0
2355,0.0
2356,0.0
2357,0.0
2358,0.09079861626210328
2359,0.22428164482259672
2360,0.31252052734831964
2361,0.3459362786422447
2362,0.37074434722872024
2363,0.3628635229564409
2364,0.32717730040999077
2365,0.31331901275795393
2366,0.2787593203914042
2367,0.22586834468211436
2368,0.15346134431454947
2369,0.07781248148243479
2370,0.012289013498332947
2371,0.0
2372,0.0
2373,0.0
2374,0.0
2375,0.0
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.0
2381,0.0
2382,0.07368463460782407
2383,0.16977326149053895
2384,0.2217096924108249
2385,0.22415484452273282
2386,0.2406182943087608
2387,0.23488627531095474
2388,0.21140448070985066
2389,0.18594896717382356
2390,0.1512007242700637
2391,0.11068276476422106
2392,0.08191446114520318
2393,0.04508381590455158
2394,0.0072602881948180716
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,0.0
2401,0.0
2402,0.0
2403,0.0
2404,0.0
2405,0.0
2406,0.08299358140425159
2407,0.20576041063325032
2408,0.30425735696677875
2409,0.3655725802792082
2410,0.42376961164252075
2411,0.4540883171445705
2412,0.4561981558138942
2413,0.38816104988271327
2414,0.302379376862928
2415,0.2098053890928901
2416,0.1658890255636724
2417,0.09924845103642174
2418,0.021812507820600333
2419,0.0
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.0
2429,0.0
2430,0.10498765008383686
2431,0.2661151827850686
2432,0.4142652688779509
2433,0.5284001314345936
2434,0.5807670586343929
2435,0.5913441737326064
2436,0.5633915136559827
2437,0.42709114482492183
2438,0.2768866994082157
2439,0.13785359614040482
2440,0.08919821463619178
2441,0.043072390780675845
2442,0.006373527811337105
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.0
2453,0.0
2454,0.08152231438001024
2455,0.18451307248044116
2456,0.2602145599043171
2457,0.3019197714708188
2458,0.32943512939144187
2459,0.33015841943120405
2460,0.3072128219567554
2461,0.26394386366549605
2462,0.20796172527556106
2463,0.1466048801925595
2464,0.09469978284684497
2465,0.0458949870458101
2466,0.007184321428371052
2467,0.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.0
2473,0.0
2474,0.0
2475,0.0
2476,0.0
2477,0.0026351077080067906
2478,0.09228785818415089
2479,0.21585328648791297
2480,0.3245382353533112
2481,0.40763434394299725
2482,0.43434504505409016
2483,0.4245355557915007
2484,0.3839088493798591
2485,0.3236556526860612
2486,0.24915251513834252
2487,0.17032788349072317
2488,0.10902924098258991
2489,0.05275403786210336
2490,0.009187326900029847
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,0.0
2496,0.0
2497,0.0
2498,0.0
2499,0.0
2500,0.0
2501,0.0032444214396676525
2502,0.09259596515243812
2503,0.22886979912776512
2504,0.3656076180124804
2505,0.48992224144537166
2506,0.5135863823174474
2507,0.4944169550677266
2508,0.4391175068147787
2509,0.3846143734140778
2510,0.31113060587458113
2511,0.2274711445795134
2512,0.16822668174887592
2513,0.09700470379890745
2514,0.023838825282393596
2515,0.0
2516,0.0
2517,0.0
2518,0.0
2519,0.0
2520,0.0
2521,0.0
2522,0.0
2523,0.0
2524,0.0
2525,0.005039561251664611
2526,0.08874800997353659
2527,0.22849081655288955
2528,0.3829313505238428
2529,0.5332485909191664
2530,0.5983102378446158
2531,0.6253262616998533
2532,0.6152841002632237
2533,0.5585617801508723
2534,0.4728036441901712
2535,0.36584483157730713
2536,0.23486953069224623
2537,0.11561363139566384
2538,0.023975892826346493
2539,0.0
2540,0.0
2541,0.0
2542,0.0
2543,0.0
2544,0.0
2545,0.0
2546,0.0
2547,0.0
2548,0.0
2549,0.006566401679745531
2550,0.10026769269356715
2551,0.22734327484794647
2552,0.34809049544603776
2553,0.45026843823609825
2554,0.5558219787630938
2555,0.6342167169582684
2556,0.6789646397210763
2557,0.6156049267140323
2558,0.5213958060133314
2559,0.40400067822239044
2560,0.2607133545680939
2561,0.12977225495994218
2562,0.029126524321426872
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.01156985704497396
2574,0.13922436521460088
2575,0.2070414391135417
2576,0.17138054597207777
2577,0.04044010055072815
2578,0.10785418000014192
2579,0.18233011586580072
2580,0.25183446997178766
2581,0.22085276888314734
2582,0.1788114229841126
2583,0.13081003230453628
2584,0.08278834907053165
2585,0.040021866764449625
2586,0.007647218191206186
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.007950332769778499
2598,0.07558185325044126
2599,0.15517541854356925
2600,0.219712179151623
2601,0.26344107009926127
2602,0.2958860588231205
2603,0.3084043698952101
2604,0.3012205567090018
2605,0.30909339052920853
2606,0.29559657658404803
2607,0.25890342077559997
2608,0.1650936513712291
2609,0.08149980381534322
2610,0.018272800867270574
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2621,0.015214181717407913
2622,0.1523477997670566
2623,0.31583510319949853
2624,0.46436681494746657
2625,0.5847701974519978
2626,0.6737388154392526
2627,0.7247836677532657
2628,0.7365971845133196
2629,0.6700969997700225
2630,0.5704515621995387
2631,0.4456810743637778
2632,0.28478717001474435
2633,0.14125175977210075
2634,0.034505098971755195
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,0.018956781505596595
2646,0.15844748384738183
2647,0.3222951686293549
2648,0.47165011778337645
2649,0.5939320819778942
2650,0.678553135983251
2651,0.724430595265186
2652,0.730790542751154
2653,0.6671203267987731
2654,0.5703450836823999
2655,0.44798330597691854
2656,0.29717618386473427
2657,0.15623370371627734
2658,0.042672473370369356
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,0.0
2666,0.0
2667,0.0
2668,0.0
2669,0.0209007425485107
2670,0.16353607176118487
2671,0.28634257342999947
2672,0.3571870954747286
2673,0.3748274773962186
2674,0.4318517259345442
2675,0.46266052114559536
2676,0.46763522188478895
2677,0.42172830072884854
2678,0.35441802372683423
2679,0.27381832019972413
2680,0.20552439541404177
2681,0.12492815888486733
2682,0.04136763111028772
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,0.024470539071402134
2694,0.16592370305232826
2695,0.32688347231206455
2696,0.47326605025197566
2697,0.5924966918689639
2698,0.6397364175540947
2699,0.6444359565687918
2700,0.610828337310791
2701,0.5832479649285427
2702,0.5239989411885947
2703,0.435459362676965
2704,0.28166174477443856
2705,0.14372241034557795
2706,0.039648765916024634
2707,0.0
2708,0.0
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,0.0
2716,0.0
2717,0.026802907570565516
2718,0.17074738603988615
2719,0.3305165012112688
2720,0.47470038896648475
2721,0.5917318896539927
2722,0.6757203900123951
2723,0.7228473245096196
2724,0.731625435133077
2725,0.6711977710235957
2726,0.5779881770637747
2727,0.45902404886324794
2728,0.3009611432290258
2729,0.15698845330937433
2730,0.04567307644765249
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.03102699955995502
2742,0.17640114575978688
2743,0.332685669795951
2744,0.4706572761531583
2745,0.5792017746130637
2746,0.5251429718015109
2747,0.4121418680397534
2748,0.25877246728761455
2749,0.23211238718092775
2750,0.19416823373237574
2751,0.14877057394351523
2752,0.09419187714757186
2753,0.04684396905472149
2754,0.011968575582097001
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.0
2760,0.0
2761,0.0
2762,0.0
2763,0.0
2764,0.0
2765,0.02953994163062693
2766,0.15188511258055448
2767,0.3045759470186714
2768,0.45712699554825675
2769,0.5936800300574775
2770,0.6591642904273535
2771,0.6865624460242197
2772,0.6773307160512654
2773,0.6045795972331475
2774,0.5043183809402613
2775,0.3858279477657461
2776,0.24498813682528653
2777,0.12292035211187306
2778,0.03436897356200648
2779,0.0
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.014476580693733363
2790,0.03363425894137198
2791,0.08708515208824173
2792,0.15649497063960294
2793,0.2343612478282566
2794,0.2367570981123038
2795,0.21855789031231942
2796,0.18376334708606742
2797,0.18594663309908316
2798,0.17535062721217617
2799,0.15221513140643633
2800,0.12457104001380213
2801,0.08322527768186856
2802,0.03346567577712431
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.0
2813,0.041038543215011894
2814,0.19279710186030197
2815,0.3562223901934599
2816,0.5049462637404967
2817,0.6251690547573228
2818,0.6308453266318587
2819,0.5876499324218895
2820,0.5093283561125884
2821,0.4883025489434851
2822,0.4409853204583697
2823,0.3698476093471835
2824,0.24108494575601855
2825,0.12655295425942356
2826,0.03923498584444794
2827,0.0
2828,0.0
2829,0.0
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.023461044443726483
2838,0.0700996010017823
2839,0.11887054275558866
2840,0.15295116636507677
2841,0.16942821285324652
2842,0.2084338139308883
2843,0.2358539065126329
2844,0.2518376639892704
2845,0.21813796529794294
2846,0.17526269220423515
2847,0.12812527431333562
2848,0.08153465247751968
2849,0.041217173407212294
2850,0.01141015795746153
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.0
2857,0.0
2858,0.0
2859,0.0
2860,0.0
2861,0.03959336436804522
2862,0.15166667364838138
2863,0.2725052396012144
2864,0.38161272599490287
2865,0.47078202518835593
2866,0.4959754036008622
2867,0.49031878649360555
2868,0.457325407319168
2869,0.3918781470613139
2870,0.30942554244629933
2871,0.220648309280727
2872,0.14055443456375552
2873,0.07154786719007653
2874,0.021137470136263162
2875,0.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.04905464868601534
2886,0.19042084548171853
2887,0.3279640126510814
2888,0.4461177051629067
2889,0.5362274594795825
2890,0.5931064177141202
2891,0.6171990750243385
2892,0.6075007531119913
2893,0.554367202454332
2894,0.47702396072796294
2895,0.3783840287409896
2896,0.2397895592452876
2897,0.12143419659736297
2898,0.03661577432618587
2899,0.0
2900,0.0
2901,0.0
2902,0.0
2903,0.0
2904,0.0
2905,0.0
2906,0.0
2907,0.0
2908,0.0
2909,0.04768511240417488
2910,0.1730470141748317
2911,0.2867759443696843
2912,0.3736778694191206
2913,0.4302222169247603
2914,0.47430077841835866
2915,0.4918160453367832
2916,0.4830703519571847
2917,0.4422275847368822
2918,0.38024304871213793
2919,0.30225438267626453
2920,0.1945357750249309
2921,0.10075592512636601
2922,0.03171763290482163
2923,0.0
2924,0.0
2925,0.0
2926,0.0
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.032626614385794964
2934,0.09125822929562145
2935,0.14820908084888237
2936,0.18805813897237542
2937,0.20878947134987635
2938,0.2188507602370658
2939,0.21340193076155667
2940,0.19503745109191495
2941,0.12780517692055768
2942,0.06144806815664443
2943,0.008151446098330437
2944,0.004780561273068613
2945,0.0015919859006428326
2946,0.0
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.0
2952,0.0
2953,0.0
2954,0.0
2955,0.0
2956,0.0
2957,0.026874282768106186
2958,0.05640422933265835
2959,0.10146454604664795
2960,0.1433083805169502
2961,0.17789175753195224
2962,0.2384693671106561
2963,0.2921339159431592
2964,0.33182142815398324
2965,0.27164398008409524
2966,0.20264809259914038
2967,0.13356758960368056
2968,0.09505822026611749
2969,0.056351725844275086
2970,0.02162268974772957
2971,0.0
2972,0.0
2973,0.0
2974,0.0
2975,0.0
2976,0.0
2977,0.0
2978,0.0
2979,0.0
2980,0.0
2981,0.04957078413034167
2982,0.15442029705452165
2983,0.27819135902951114
2984,0.39836730963491473
2985,0.5060993552949166
2986,0.5394061545825258
2987,0.5399781954212167
2988,0.5107798124631989
2989,0.4352466401082743
2990,0.34199154254523306
2991,0.2432486734972921
2992,0.15577581594193116
2993,0.08069598757276555
2994,0.026093612488497772
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,0.03662652415844759
3006,0.08266417259503746
3007,0.13144297456047477
3008,0.16655559898687503
3009,0.1850810361795858
3010,0.2247192358973803
3011,0.254049608782714
3012,0.2701766515201029
3013,0.26912088432972486
3014,0.25138284119405335
3015,0.21802820488633665
3016,0.175277717627212
3017,0.11936314873087718
3018,0.05617599354801545
3019,0.0012053427186381083
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,0.0
3028,0.0
3029,0.06668041009555814
3030,0.20514081850205568
3031,0.30659615457514505
3032,0.3694596859836778
3033,0.3894426625615548
3034,0.4030217197019374
3035,0.38701071612808957
3036,0.3470246525976923
3037,0.289817392955602
3038,0.2217030454239148
3039,0.1522593269220146
3040,0.0977328864645191
3041,0.0509996658401551
3042,0.016645349962369983
3043,0.0
3044,0.0
3045,0.0
3046,0.0
3047,0.0
3048,0.0
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.06985115242349688
3054,0.20852394152480017
3055,0.3094402804427
3056,0.36987945698066504
3057,0.3871371184583373
3058,0.38806095037384014
3059,0.35901483508274906
3060,0.3060777624349593
3061,0.32068953236234415
3062,0.31422907051395993
3063,0.28509163896947165
3064,0.19839405567499832
3065,0.11623403837412986
3066,0.04703897801311659
3067,0.0012431705486256424
3068,0.0
3069,0.0
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,0.0
3075,0.0
3076,0.0
3077,0.0695841787897464
3078,0.19114531676012764
3079,0.26834281552978234
3080,0.2983492438123884
3081,0.2824875287555686
3082,0.2752878463014756
3083,0.2448808398487869
3084,0.19641534222887297
3085,0.2209749665724612
3086,0.22874665038861144
3087,0.21701444867625982
3088,0.13974439316468176
3089,0.0737747010743559
3090,0.025435841498319137
3091,0.0
3092,0.0
3093,0.0
3094,0.0
3095,0.0
3096,0.0
3097,0.0
3098,0.0
3099,0.0
3100,0.0
3101,0.0585179429489948
3102,0.14002869448432848
3103,0.22850509140945452
3104,0.3053499722200679
3105,0.36432032253818447
3106,0.3593134511209251
3107,0.32532199783820587
3108,0.26983183094123375
3109,0.21367680332805558
3110,0.15149602195168463
3111,0.09214276146318438
3112,0.07209125822842613
3113,0.04783191523415601
3114,0.02210141017005912
3115,0.0
3116,0.0
3117,0.0
3118,0.0
3119,0.0
3120,0.0
3121,0.0
3122,0.0
3123,0.0
3124,0.0
3125,0.072109226851931
3126,0.18554725209963344
3127,0.2733433853009872
3128,0.32647751361603566
